country,region,year,forecast_year,predicted_conflict_probability,predicted_probability_percent,risk_level,risk_level_description,predicted_conflict_next_year,target_conflict_next_year,prediction_result,main_explanation_groups,top_positive_factors,top_negative_factors,short_explanation,explanation_text,technical_warning
United Arab Emirates,Middle East,2023,2024,0.1180550265184883,11.8%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,conflito no ano anterior; crescimento populacional anual; frequência de conflito nos últimos 5 anos,PIB per capita; matrícula no ensino secundário; crescimento anual do PIB,"United Arab Emirates: 11.8% de risco estimado para 2024, classificado como risco muito baixo.","Para United Arab Emirates, o modelo estimou 11.8% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: conflito no ano anterior; crescimento populacional anual; frequência de conflito nos últimos 5 anos. Sinais que reduziram a estimativa no modelo: PIB per capita; matrícula no ensino secundário; crescimento anual do PIB.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Solomon Islands,Asia,2023,2024,0.11446560522164,11.4%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,crescimento populacional anual; PIB per capita; desemprego,anos desde o último conflito; população total; população urbana,"Solomon Islands: 11.4% de risco estimado para 2024, classificado como risco muito baixo.","Para Solomon Islands, o modelo estimou 11.4% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: crescimento populacional anual; PIB per capita; desemprego. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; população total; população urbana.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Zambia,Africa,2023,2024,0.1129353589687413,11.3%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,crescimento populacional anual; PIB per capita; inflação anual,crescimento anual do PIB; anos desde o último conflito; desemprego,"Zambia: 11.3% de risco estimado para 2024, classificado como risco muito baixo.","Para Zambia, o modelo estimou 11.3% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: crescimento populacional anual; PIB per capita; inflação anual. Sinais que reduziram a estimativa no modelo: crescimento anual do PIB; anos desde o último conflito; desemprego.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Comoros,Africa,2023,2024,0.1087039345905905,10.9%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,crescimento populacional anual; PIB per capita; desemprego,anos desde o último conflito; população total; população urbana,"Comoros: 10.9% de risco estimado para 2024, classificado como risco muito baixo.","Para Comoros, o modelo estimou 10.9% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: crescimento populacional anual; PIB per capita; desemprego. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; população total; população urbana.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Guinea-Bissau,Africa,2023,2024,0.1070712783108322,10.7%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,crescimento populacional anual; PIB per capita; desemprego,crescimento anual do PIB; anos desde o último conflito; população total,"Guinea-Bissau: 10.7% de risco estimado para 2024, classificado como risco muito baixo.","Para Guinea-Bissau, o modelo estimou 10.7% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: crescimento populacional anual; PIB per capita; desemprego. Sinais que reduziram a estimativa no modelo: crescimento anual do PIB; anos desde o último conflito; população total.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Gambia,Africa,2023,2024,0.1048058351747669,10.5%,very_low,risco muito baixo,0,1,false_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,crescimento populacional anual; PIB per capita; inflação anual,crescimento anual do PIB; gasto militar como percentual do PIB; desemprego,"Gambia: 10.5% de risco estimado para 2024, classificado como risco muito baixo.","Para Gambia, o modelo estimou 10.5% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: crescimento populacional anual; PIB per capita; inflação anual. Sinais que reduziram a estimativa no modelo: crescimento anual do PIB; gasto militar como percentual do PIB; desemprego.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Nicaragua,Americas,2023,2024,0.1026266466583338,10.3%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,matrícula no ensino secundário; PIB per capita; crescimento populacional anual,crescimento anual do PIB; anos desde o último conflito; gasto militar como percentual do PIB,"Nicaragua: 10.3% de risco estimado para 2024, classificado como risco muito baixo.","Para Nicaragua, o modelo estimou 10.3% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: matrícula no ensino secundário; PIB per capita; crescimento populacional anual. Sinais que reduziram a estimativa no modelo: crescimento anual do PIB; anos desde o último conflito; gasto militar como percentual do PIB.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Namibia,Africa,2023,2024,0.0975508856017697,9.8%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,crescimento populacional anual; matrícula no ensino secundário; PIB per capita,desemprego; crescimento anual do PIB; anos desde o último conflito,"Namibia: 9.8% de risco estimado para 2024, classificado como risco muito baixo.","Para Namibia, o modelo estimou 9.8% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: crescimento populacional anual; matrícula no ensino secundário; PIB per capita. Sinais que reduziram a estimativa no modelo: desemprego; crescimento anual do PIB; anos desde o último conflito.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Lesotho,Africa,2023,2024,0.0955834084512394,9.6%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,PIB per capita; crescimento anual do PIB; gasto militar como percentual do PIB,desemprego; anos desde o último conflito; população total,"Lesotho: 9.6% de risco estimado para 2024, classificado como risco muito baixo.","Para Lesotho, o modelo estimou 9.6% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: PIB per capita; crescimento anual do PIB; gasto militar como percentual do PIB. Sinais que reduziram a estimativa no modelo: desemprego; anos desde o último conflito; população total.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Jordan,Middle East,2023,2024,0.093194719320394,9.3%,very_low,risco muito baixo,0,1,false_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,gasto militar como percentual do PIB; crescimento populacional anual; PIB per capita,desemprego; inflação anual,"Jordan: 9.3% de risco estimado para 2024, classificado como risco muito baixo.","Para Jordan, o modelo estimou 9.3% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: gasto militar como percentual do PIB; crescimento populacional anual; PIB per capita. Sinais que reduziram a estimativa no modelo: desemprego; inflação anual.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Uzbekistan,Asia,2023,2024,0.0931382039482543,9.3%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,crescimento populacional anual; PIB per capita; população total,crescimento anual do PIB; matrícula no ensino secundário; anos desde o último conflito,"Uzbekistan: 9.3% de risco estimado para 2024, classificado como risco muito baixo.","Para Uzbekistan, o modelo estimou 9.3% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: crescimento populacional anual; PIB per capita; população total. Sinais que reduziram a estimativa no modelo: crescimento anual do PIB; matrícula no ensino secundário; anos desde o último conflito.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Malaysia,Asia,2023,2024,0.0922498745536413,9.2%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,matrícula no ensino secundário; população total; crescimento populacional anual,PIB per capita; crescimento anual do PIB; gasto militar como percentual do PIB,"Malaysia: 9.2% de risco estimado para 2024, classificado como risco muito baixo.","Para Malaysia, o modelo estimou 9.2% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: matrícula no ensino secundário; população total; crescimento populacional anual. Sinais que reduziram a estimativa no modelo: PIB per capita; crescimento anual do PIB; gasto militar como percentual do PIB.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Bhutan,Asia,2023,2024,0.0876203429100014,8.8%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,matrícula no ensino secundário; PIB per capita; desemprego,crescimento anual do PIB; crescimento populacional anual; população total,"Bhutan: 8.8% de risco estimado para 2024, classificado como risco muito baixo.","Para Bhutan, o modelo estimou 8.8% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: matrícula no ensino secundário; PIB per capita; desemprego. Sinais que reduziram a estimativa no modelo: crescimento anual do PIB; crescimento populacional anual; população total.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Botswana,Africa,2023,2024,0.0856104138019476,8.6%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,crescimento populacional anual; gasto militar como percentual do PIB; população urbana,desemprego; anos desde o último conflito; PIB per capita,"Botswana: 8.6% de risco estimado para 2024, classificado como risco muito baixo.","Para Botswana, o modelo estimou 8.6% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: crescimento populacional anual; gasto militar como percentual do PIB; população urbana. Sinais que reduziram a estimativa no modelo: desemprego; anos desde o último conflito; PIB per capita.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Jamaica,Americas,2023,2024,0.0816200221966201,8.2%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,matrícula no ensino secundário; desemprego; crescimento anual do PIB,crescimento populacional anual; anos desde o último conflito; população total,"Jamaica: 8.2% de risco estimado para 2024, classificado como risco muito baixo.","Para Jamaica, o modelo estimou 8.2% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: matrícula no ensino secundário; desemprego; crescimento anual do PIB. Sinais que reduziram a estimativa no modelo: crescimento populacional anual; anos desde o último conflito; população total.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Bahrain,Middle East,2023,2024,0.075990551611993,7.6%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,crescimento populacional anual; gasto militar como percentual do PIB; desemprego,PIB per capita; matrícula no ensino secundário; crescimento anual do PIB,"Bahrain: 7.6% de risco estimado para 2024, classificado como risco muito baixo.","Para Bahrain, o modelo estimou 7.6% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: crescimento populacional anual; gasto militar como percentual do PIB; desemprego. Sinais que reduziram a estimativa no modelo: PIB per capita; matrícula no ensino secundário; crescimento anual do PIB.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Panama,Americas,2023,2024,0.0749189027584538,7.5%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,crescimento populacional anual; população urbana,crescimento anual do PIB; PIB per capita; desemprego,"Panama: 7.5% de risco estimado para 2024, classificado como risco muito baixo.","Para Panama, o modelo estimou 7.5% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: crescimento populacional anual; população urbana. Sinais que reduziram a estimativa no modelo: crescimento anual do PIB; PIB per capita; desemprego.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Argentina,Americas,2023,2024,0.0747799814071401,7.5%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,inflação anual; crescimento anual do PIB; população total,crescimento populacional anual; matrícula no ensino secundário; PIB per capita,"Argentina: 7.5% de risco estimado para 2024, classificado como risco muito baixo.","Para Argentina, o modelo estimou 7.5% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: inflação anual; crescimento anual do PIB; população total. Sinais que reduziram a estimativa no modelo: crescimento populacional anual; matrícula no ensino secundário; PIB per capita.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Romania,Europe,2023,2024,0.0732530310785734,7.3%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,matrícula no ensino secundário; crescimento anual do PIB; inflação anual,crescimento populacional anual; PIB per capita; anos desde o último conflito,"Romania: 7.3% de risco estimado para 2024, classificado como risco muito baixo.","Para Romania, o modelo estimou 7.3% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: matrícula no ensino secundário; crescimento anual do PIB; inflação anual. Sinais que reduziram a estimativa no modelo: crescimento populacional anual; PIB per capita; anos desde o último conflito.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Serbia (Yugoslavia),Europe,2023,2024,0.072910562665007,7.3%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,inflação anual; gasto militar como percentual do PIB,crescimento populacional anual; PIB per capita; desemprego,"Serbia (Yugoslavia): 7.3% de risco estimado para 2024, classificado como risco muito baixo.","Para Serbia (Yugoslavia), o modelo estimou 7.3% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: inflação anual; gasto militar como percentual do PIB. Sinais que reduziram a estimativa no modelo: crescimento populacional anual; PIB per capita; desemprego.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
North Macedonia,Europe,2023,2024,0.0716826047624868,7.2%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,matrícula no ensino secundário; crescimento anual do PIB; inflação anual,crescimento populacional anual; desemprego; PIB per capita,"North Macedonia: 7.2% de risco estimado para 2024, classificado como risco muito baixo.","Para North Macedonia, o modelo estimou 7.2% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: matrícula no ensino secundário; crescimento anual do PIB; inflação anual. Sinais que reduziram a estimativa no modelo: crescimento populacional anual; desemprego; PIB per capita.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Bosnia-Herzegovina,Europe,2023,2024,0.0705417351717485,7.1%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,matrícula no ensino secundário; crescimento anual do PIB; inflação anual,crescimento populacional anual; desemprego; PIB per capita,"Bosnia-Herzegovina: 7.1% de risco estimado para 2024, classificado como risco muito baixo.","Para Bosnia-Herzegovina, o modelo estimou 7.1% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: matrícula no ensino secundário; crescimento anual do PIB; inflação anual. Sinais que reduziram a estimativa no modelo: crescimento populacional anual; desemprego; PIB per capita.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Malawi,Africa,2023,2024,0.0686012781370192,6.9%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,matrícula no ensino secundário; crescimento populacional anual; inflação anual,anos desde o último conflito; gasto militar como percentual do PIB; população urbana,"Malawi: 6.9% de risco estimado para 2024, classificado como risco muito baixo.","Para Malawi, o modelo estimou 6.9% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: matrícula no ensino secundário; crescimento populacional anual; inflação anual. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; gasto militar como percentual do PIB; população urbana.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Trinidad and Tobago,Americas,2023,2024,0.0680620811606825,6.8%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,crescimento anual do PIB; desemprego; matrícula no ensino secundário,crescimento populacional anual; PIB per capita; anos desde o último conflito,"Trinidad and Tobago: 6.8% de risco estimado para 2024, classificado como risco muito baixo.","Para Trinidad and Tobago, o modelo estimou 6.8% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; desemprego; matrícula no ensino secundário. Sinais que reduziram a estimativa no modelo: crescimento populacional anual; PIB per capita; anos desde o último conflito.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
East Timor,Asia,2023,2024,0.0680035471723516,6.8%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento anual do PIB; PIB per capita; desemprego,anos desde o último conflito; população total; crescimento populacional anual,"East Timor: 6.8% de risco estimado para 2024, classificado como risco muito baixo.","Para East Timor, o modelo estimou 6.8% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; PIB per capita; desemprego. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; população total; crescimento populacional anual.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
United Kingdom,Europe,2023,2024,0.0678818005893342,6.8%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,frequência de conflito nos últimos 5 anos; crescimento anual do PIB; população total,PIB per capita; matrícula no ensino secundário; mortes acumuladas nos últimos 5 anos,"United Kingdom: 6.8% de risco estimado para 2024, classificado como risco muito baixo.","Para United Kingdom, o modelo estimou 6.8% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: frequência de conflito nos últimos 5 anos; crescimento anual do PIB; população total. Sinais que reduziram a estimativa no modelo: PIB per capita; matrícula no ensino secundário; mortes acumuladas nos últimos 5 anos.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Oman,Middle East,2023,2024,0.0610626135405907,6.1%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento populacional anual; gasto militar como percentual do PIB; crescimento anual do PIB,anos desde o último conflito; PIB per capita; inflação anual,"Oman: 6.1% de risco estimado para 2024, classificado como risco muito baixo.","Para Oman, o modelo estimou 6.1% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento populacional anual; gasto militar como percentual do PIB; crescimento anual do PIB. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; PIB per capita; inflação anual.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Austria,Europe,2023,2024,0.0609347025248251,6.1%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,frequência de conflito nos últimos 5 anos; crescimento anual do PIB; anos desde o último conflito,PIB per capita; matrícula no ensino secundário; crescimento populacional anual,"Austria: 6.1% de risco estimado para 2024, classificado como risco muito baixo.","Para Austria, o modelo estimou 6.1% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: frequência de conflito nos últimos 5 anos; crescimento anual do PIB; anos desde o último conflito. Sinais que reduziram a estimativa no modelo: PIB per capita; matrícula no ensino secundário; crescimento populacional anual.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Moldova,Europe,2023,2024,0.0591336149460024,5.9%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,crescimento anual do PIB; desemprego; inflação anual,crescimento populacional anual; matrícula no ensino secundário; anos desde o último conflito,"Moldova: 5.9% de risco estimado para 2024, classificado como risco muito baixo.","Para Moldova, o modelo estimou 5.9% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; desemprego; inflação anual. Sinais que reduziram a estimativa no modelo: crescimento populacional anual; matrícula no ensino secundário; anos desde o último conflito.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Albania,Europe,2023,2024,0.0590571475832195,5.9%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,gasto militar como percentual do PIB,crescimento populacional anual; desemprego; crescimento anual do PIB,"Albania: 5.9% de risco estimado para 2024, classificado como risco muito baixo.","Para Albania, o modelo estimou 5.9% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: gasto militar como percentual do PIB. Sinais que reduziram a estimativa no modelo: crescimento populacional anual; desemprego; crescimento anual do PIB.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Croatia,Europe,2023,2024,0.0565796062262,5.7%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,inflação anual; gasto militar como percentual do PIB,PIB per capita; crescimento populacional anual; matrícula no ensino secundário,"Croatia: 5.7% de risco estimado para 2024, classificado como risco muito baixo.","Para Croatia, o modelo estimou 5.7% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: inflação anual; gasto militar como percentual do PIB. Sinais que reduziram a estimativa no modelo: PIB per capita; crescimento populacional anual; matrícula no ensino secundário.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Malta,Europe,2023,2024,0.0552103188572339,5.5%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,crescimento populacional anual; desemprego; população urbana,PIB per capita; crescimento anual do PIB; matrícula no ensino secundário,"Malta: 5.5% de risco estimado para 2024, classificado como risco muito baixo.","Para Malta, o modelo estimou 5.5% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: crescimento populacional anual; desemprego; população urbana. Sinais que reduziram a estimativa no modelo: PIB per capita; crescimento anual do PIB; matrícula no ensino secundário.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Canada,Americas,2023,2024,0.0519958805361021,5.2%,very_low,risco muito baixo,0,0,true_negative,indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral,crescimento populacional anual; crescimento anual do PIB; população total,PIB per capita; matrícula no ensino secundário; anos desde o último conflito,"Canada: 5.2% de risco estimado para 2024, classificado como risco muito baixo.","Para Canada, o modelo estimou 5.2% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: indicadores socioeconômicos World Bank; persistência temporal de conflito; tendência temporal geral. Sinais que elevaram a estimativa: crescimento populacional anual; crescimento anual do PIB; população total. Sinais que reduziram a estimativa no modelo: PIB per capita; matrícula no ensino secundário; anos desde o último conflito.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
Equatorial Guinea,Africa,2023,2024,0.0512279846011443,5.1%,very_low,risco muito baixo,0,0,true_negative,persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral,crescimento anual do PIB; crescimento populacional anual; PIB per capita,anos desde o último conflito; desemprego; inflação anual,"Equatorial Guinea: 5.1% de risco estimado para 2024, classificado como risco muito baixo.","Para Equatorial Guinea, o modelo estimou 5.1% de probabilidade de violência organizada em 2024, classificando o caso como risco muito baixo. Os principais grupos associados à estimativa foram: persistência temporal de conflito; indicadores socioeconômicos World Bank; tendência temporal geral. Sinais que elevaram a estimativa: crescimento anual do PIB; crescimento populacional anual; PIB per capita. Sinais que reduziram a estimativa no modelo: anos desde o último conflito; desemprego; inflação anual.",Explicação aproximada baseada em coeficientes e valores relativos das features; não representa causalidade direta.
